Id,Title,Artist,Album,AlbumImg
0tCr7DoUBSdtdSl0rxZmct,봄눈,10CM,"선재 업고 튀어, Pt. 8 (Original Soundtrack)",https://i.scdn.co/image/ab67616d0000b273dae4a1ab4a717a3341a47ff6
5XWlyfo0kZ8LF7VSyfS4Ew,Drama,aespa,Drama - The 4th Mini Album,https://i.scdn.co/image/ab67616d0000b273c54e39f2ae0dd10731f93c08
2gyCwrOcC6JBoaJ8JGJ7T8,To. X,태연,To. X - The 5th Mini Album,https://i.scdn.co/image/ab67616d0000b273ed4dcfaf5f63938ecd6c4d59
51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),Ariana Grande,eternal sunshine,https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4
6je5cTal6PyeITNrOzkCoS,Welcome to the Show,DAY6,Fourever,https://i.scdn.co/image/ab67616d0000b2730309970945710645006b9c9e
0UTtK6hregIBOsefavRI26,홀씨,아이유,The Winning,https://i.scdn.co/image/ab67616d0000b2735048ed32fafe7b9a50d0e410
0VPFT123HKoQ2J6ipeDcI1,Standing Next to You (USHER Remix),"정국,USHER",Standing Next to You (USHER Remix),https://i.scdn.co/image/ab67616d0000b273c9912de0a8a9a44b450318e4
6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,Benson Boone,Beautiful Things,https://i.scdn.co/image/ab67616d0000b273bef221ea02a821e7feeda9cf
2RoYgkPzUY0vY7lhUuyus1,DASH,NMIXX,Fe3O4: BREAK,https://i.scdn.co/image/ab67616d0000b27381d97a31253b898bc4149195
7gaA3wERFkFkgivjwbSvkG,"yes, and?",Ariana Grande,"yes, and?",https://i.scdn.co/image/ab67616d0000b2736b0b6e20fdb1ee07de7e92d6
3TQHPUEVdvdq8ejwEcHUlL,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),https://i.scdn.co/image/ab67616d0000b27320daf4f9c25cbe0bc384e606
0UaaFmF3xUwMjnuAHBq7qL,미안해 미워해 사랑해,Crush,"눈물의 여왕 (Original Television Soundtrack), Pt.4",https://i.scdn.co/image/ab67616d0000b2737533b658892e7b8dcfdaecb7
74X2u8JMVooG2QbjRxXwR8,Perfect Night,LE SSERAFIM,Perfect Night,https://i.scdn.co/image/ab67616d0000b2735e352f6eccf8cb96d0b247cc
5Avril3IZ26DPVFHbJX8o6,Seven (feat. Latto),"정국,Latto",Seven (feat. Latto),https://i.scdn.co/image/ab67616d0000b273bf5cce5a0e1ed03a626bdd74
3k6q0O9JnO2GhvD6C8fs20,Closer Than This,지민,Closer Than This,https://i.scdn.co/image/ab67616d0000b273e3dbc03f538633dbb40adf37
